2023-07-05 22:35:08.137 INFO     :: Связь с AMQP сервером установлена.
2023-08-02 20:59:00.148 INFO     :: Scrapy 2.9.0 started (bot: scrapybot)
2023-08-02 20:59:00.150 INFO     :: Versions: lxml 4.9.3.0, libxml2 2.10.3, cssselect 1.2.0, parsel 1.8.1, w3lib 2.1.1, Twisted 22.10.0, Python 3.10.7 (main, Sep  7 2022, 21:55:45) [GCC 10.2.1 20210110], pyOpenSSL 23.2.0 (OpenSSL 3.1.1 30 May 2023), cryptography 41.0.2, Platform Linux-5.15.49-linuxkit-x86_64-with-glibc2.31
2023-08-02 20:59:00.166 INFO     :: Overridden settings:
{'LOG_LEVEL': 'ERROR'}
2023-08-02 20:59:00.171 INFO     :: Telnet Password: aeb75c76ad36c86d
2023-08-02 20:59:00.174 INFO     :: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2023-08-02 20:59:00.180 INFO     :: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2023-08-02 20:59:00.184 INFO     :: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2023-08-02 20:59:00.185 INFO     :: Enabled item pipelines:
['src.spider.app.pipelines.SpiderMainPipeline']
2023-08-02 20:59:00.188 INFO     :: Spider opened
2023-08-02 20:59:00.191 INFO     :: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2023-08-02 20:59:00.211 INFO     :: Telnet console listening on 127.0.0.1:6042
2023-08-02 20:59:00.217 ERROR    :: Exception in callback _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.py:43
handle: <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.py:43>
Traceback (most recent call last):

  File "/usr/local/lib/python3.10/asyncio/base_events.py", line 633, in run_until_complete
    self.run_forever()
    │    └ <function BaseEventLoop.run_forever at 0x4002aa5870>
    └ <_UnixSelectorEventLoop running=True closed=False debug=False>
  File "/usr/local/lib/python3.10/asyncio/base_events.py", line 600, in run_forever
    self._run_once()
    │    └ <function BaseEventLoop._run_once at 0x4002aa7370>
    └ <_UnixSelectorEventLoop running=True closed=False debug=False>
  File "/usr/local/lib/python3.10/asyncio/base_events.py", line 1896, in _run_once
    handle._run()
    │      └ <function Handle._run at 0x4002a02dd0>
    └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
> File "/usr/local/lib/python3.10/asyncio/events.py", line 80, in _run
    self._context.run(self._callback, *self._args)
    │    │            │    │           │    └ <member '_args' of 'Handle' objects>
    │    │            │    │           └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
    │    │            │    └ <member '_callback' of 'Handle' objects>
    │    │            └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
    │    └ <member '_context' of 'Handle' objects>
    └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.py", line 47, in _task_done
    raise exc
          └ ReactorNotRestartable()

  File "/usr/src/spider_svc/src/spider/api/spider_api_svc.py", line 67, in _process_message
    res = await self._start(mes)
                │    │      └ {'cron': '* * * * *', 'resource': {'resource_name': 'archi competition 2', 'resource_url': 'https://archi.ru/contests', 'temp...
                │    └ <function SpiderAPI._start at 0x40060fb490>
                └ <spider_api_svc.SpiderAPI object at 0x40026cc040>

  File "/usr/src/spider_svc/src/spider/api/spider_api_svc.py", line 87, in _start
    process.start()
    │       └ <function CrawlerProcess.start at 0x40054e9240>
    └ <scrapy.crawler.CrawlerProcess object at 0x40291ed7b0>

  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/scrapy/crawler.py", line 390, in start
    reactor.run(installSignalHandlers=False)  # blocking call
    │       └ <function _SignalReactorMixin.run at 0x4003dddbd0>
    └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 1317, in run
    self.startRunning(installSignalHandlers=installSignalHandlers)
    │    │                                  └ False
    │    └ <function _SignalReactorMixin.startRunning at 0x4003dddab0>
    └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 1299, in startRunning
    ReactorBase.startRunning(cast(ReactorBase, self))
    │           │            │    │            └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
    │           │            │    └ <class 'twisted.internet.base.ReactorBase'>
    │           │            └ <function cast at 0x4002a6d240>
    │           └ <function ReactorBase.startRunning at 0x4003ddc430>
    └ <class 'twisted.internet.base.ReactorBase'>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 843, in startRunning
    raise error.ReactorNotRestartable()
          └ <_ModuleProxy module=<module 'twisted.internet.error' from '/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/in...

twisted.internet.error.ReactorNotRestartable
2023-08-02 20:59:00.237 ERROR    :: Task exception was never retrieved
future: <Task finished name='Task-98' coro=<consumer() done, defined at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/queue.py:31> exception=ReactorNotRestartable()>
Traceback (most recent call last):

> File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/queue.py", line 37, in consumer
    return await create_task(callback, message)
                 │           │         └ IncomingMessage:{'app_id': None,
                 │           │            'body_size': 1250,
                 │           │            'cluster_id': '',
                 │           │            'consumer_tag': 'ctag1.6c1d465d1c614b91905499cdc442e...
                 │           └ <bound method SpiderAPI._process_message of <spider_api_svc.SpiderAPI object at 0x40026cc040>>
                 └ <function create_task at 0x4003140ca0>

  File "/usr/src/spider_svc/src/spider/api/spider_api_svc.py", line 67, in _process_message
    res = await self._start(mes)
                │    │      └ {'cron': '* * * * *', 'resource': {'resource_name': 'archi competition 2', 'resource_url': 'https://archi.ru/contests', 'temp...
                │    └ <function SpiderAPI._start at 0x40060fb490>
                └ <spider_api_svc.SpiderAPI object at 0x40026cc040>

  File "/usr/src/spider_svc/src/spider/api/spider_api_svc.py", line 87, in _start
    process.start()
    │       └ <function CrawlerProcess.start at 0x40054e9240>
    └ <scrapy.crawler.CrawlerProcess object at 0x40291ed7b0>

  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/scrapy/crawler.py", line 390, in start
    reactor.run(installSignalHandlers=False)  # blocking call
    │       └ <function _SignalReactorMixin.run at 0x4003dddbd0>
    └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 1317, in run
    self.startRunning(installSignalHandlers=installSignalHandlers)
    │    │                                  └ False
    │    └ <function _SignalReactorMixin.startRunning at 0x4003dddab0>
    └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 1299, in startRunning
    ReactorBase.startRunning(cast(ReactorBase, self))
    │           │            │    │            └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
    │           │            │    └ <class 'twisted.internet.base.ReactorBase'>
    │           │            └ <function cast at 0x4002a6d240>
    │           └ <function ReactorBase.startRunning at 0x4003ddc430>
    └ <class 'twisted.internet.base.ReactorBase'>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 843, in startRunning
    raise error.ReactorNotRestartable()
          └ <_ModuleProxy module=<module 'twisted.internet.error' from '/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/in...

twisted.internet.error.ReactorNotRestartable
2023-08-02 21:00:00.088 INFO     :: {'cron': '* * * * *', 'resource': {'resource_name': 'archi competition 2', 'resource_url': 'https://archi.ru/contests', 'template': {'comp_card': {'lang': 'ru', 'summary': {'selectors': {'xpath': '//article[@class="article1"]/div[@class="text1"]/text()'}, 'constraints': {'required': 'true'}, 'postprocessors': {'prefix': '', 'suffix': ''}}, 'request': {'selectors': {'xpath': '//article[@class="article1"]/header/a/@href'}, 'constraints': {'required': 'true'}}, 'title': {'selectors': {'xpath': '//article[@class="article1"]/header/a/text()'}, 'constraints': {'required': 'true'}}, 'next_page': {'pagination_type': '', 'next_page_link': '', 'parameters': {'curr_page_number': ''}}, 'block_type': 'list'}, 'comp_item': {'meta': {'selectors': {'xpath': "(//td[@class='rec_value_2 border_no'])[3]/text()"}, 'constraints': {'required': 'true', 'type': 'list'}, 'postprocessors': {'translate': 'en', 'strip': 'true'}}, 'register_date': {'selectors': {'xpath': "(//td[@class='rec_value_1'])[1]/text()"}, 'constraints': {'required': 'true', 'type': 'list'}, 'postprocessors': {'strip': 'true', 'initial_date_format': '%d.%m.%Y', 'new_date_format': '%Y|%m|%d'}}}}}, 'settings': {'max_items': 10}, 'task_uuid': '9874687d-e350-4301-8707-67ff7dad9080'}
2023-08-02 21:00:00.112 INFO     :: Scrapy 2.9.0 started (bot: scrapybot)
2023-08-02 21:00:00.114 INFO     :: Versions: lxml 4.9.3.0, libxml2 2.10.3, cssselect 1.2.0, parsel 1.8.1, w3lib 2.1.1, Twisted 22.10.0, Python 3.10.7 (main, Sep  7 2022, 21:55:45) [GCC 10.2.1 20210110], pyOpenSSL 23.2.0 (OpenSSL 3.1.1 30 May 2023), cryptography 41.0.2, Platform Linux-5.15.49-linuxkit-x86_64-with-glibc2.31
2023-08-02 21:00:00.130 INFO     :: Overridden settings:
{'LOG_LEVEL': 'ERROR'}
2023-08-02 21:00:00.134 INFO     :: Telnet Password: 6733b3a67ad7a168
2023-08-02 21:00:00.137 INFO     :: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2023-08-02 21:00:00.143 INFO     :: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2023-08-02 21:00:00.146 INFO     :: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2023-08-02 21:00:00.148 INFO     :: Enabled item pipelines:
['src.spider.app.pipelines.SpiderMainPipeline']
2023-08-02 21:00:00.149 INFO     :: Spider opened
2023-08-02 21:00:00.151 INFO     :: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2023-08-02 21:00:00.170 INFO     :: Telnet console listening on 127.0.0.1:6043
2023-08-02 21:00:00.175 ERROR    :: Exception in callback _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.py:43
handle: <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.py:43>
Traceback (most recent call last):

  File "/usr/local/lib/python3.10/asyncio/base_events.py", line 633, in run_until_complete
    self.run_forever()
    │    └ <function BaseEventLoop.run_forever at 0x4002aa5870>
    └ <_UnixSelectorEventLoop running=True closed=False debug=False>
  File "/usr/local/lib/python3.10/asyncio/base_events.py", line 600, in run_forever
    self._run_once()
    │    └ <function BaseEventLoop._run_once at 0x4002aa7370>
    └ <_UnixSelectorEventLoop running=True closed=False debug=False>
  File "/usr/local/lib/python3.10/asyncio/base_events.py", line 1896, in _run_once
    handle._run()
    │      └ <function Handle._run at 0x4002a02dd0>
    └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
> File "/usr/local/lib/python3.10/asyncio/events.py", line 80, in _run
    self._context.run(self._callback, *self._args)
    │    │            │    │           │    └ <member '_args' of 'Handle' objects>
    │    │            │    │           └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
    │    │            │    └ <member '_callback' of 'Handle' objects>
    │    │            └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
    │    └ <member '_context' of 'Handle' objects>
    └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.py", line 47, in _task_done
    raise exc
          └ ReactorNotRestartable()

  File "/usr/src/spider_svc/src/spider/api/spider_api_svc.py", line 67, in _process_message
    res = await self._start(mes)
                │    │      └ {'cron': '* * * * *', 'resource': {'resource_name': 'archi competition 2', 'resource_url': 'https://archi.ru/contests', 'temp...
                │    └ <function SpiderAPI._start at 0x40060fb490>
                └ <spider_api_svc.SpiderAPI object at 0x40026cc040>

  File "/usr/src/spider_svc/src/spider/api/spider_api_svc.py", line 87, in _start
    process.start()
    │       └ <function CrawlerProcess.start at 0x40054e9240>
    └ <scrapy.crawler.CrawlerProcess object at 0x4029203c10>

  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/scrapy/crawler.py", line 390, in start
    reactor.run(installSignalHandlers=False)  # blocking call
    │       └ <function _SignalReactorMixin.run at 0x4003dddbd0>
    └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 1317, in run
    self.startRunning(installSignalHandlers=installSignalHandlers)
    │    │                                  └ False
    │    └ <function _SignalReactorMixin.startRunning at 0x4003dddab0>
    └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 1299, in startRunning
    ReactorBase.startRunning(cast(ReactorBase, self))
    │           │            │    │            └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
    │           │            │    └ <class 'twisted.internet.base.ReactorBase'>
    │           │            └ <function cast at 0x4002a6d240>
    │           └ <function ReactorBase.startRunning at 0x4003ddc430>
    └ <class 'twisted.internet.base.ReactorBase'>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 843, in startRunning
    raise error.ReactorNotRestartable()
          └ <_ModuleProxy module=<module 'twisted.internet.error' from '/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/in...

twisted.internet.error.ReactorNotRestartable
2023-08-02 21:00:00.210 ERROR    :: Task exception was never retrieved
future: <Task finished name='Task-102' coro=<consumer() done, defined at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/queue.py:31> exception=ReactorNotRestartable()>
Traceback (most recent call last):

> File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/queue.py", line 37, in consumer
    return await create_task(callback, message)
                 │           │         └ IncomingMessage:{'app_id': None,
                 │           │            'body_size': 1250,
                 │           │            'cluster_id': '',
                 │           │            'consumer_tag': 'ctag1.6c1d465d1c614b91905499cdc442e...
                 │           └ <bound method SpiderAPI._process_message of <spider_api_svc.SpiderAPI object at 0x40026cc040>>
                 └ <function create_task at 0x4003140ca0>

  File "/usr/src/spider_svc/src/spider/api/spider_api_svc.py", line 67, in _process_message
    res = await self._start(mes)
                │    │      └ {'cron': '* * * * *', 'resource': {'resource_name': 'archi competition 2', 'resource_url': 'https://archi.ru/contests', 'temp...
                │    └ <function SpiderAPI._start at 0x40060fb490>
                └ <spider_api_svc.SpiderAPI object at 0x40026cc040>

  File "/usr/src/spider_svc/src/spider/api/spider_api_svc.py", line 87, in _start
    process.start()
    │       └ <function CrawlerProcess.start at 0x40054e9240>
    └ <scrapy.crawler.CrawlerProcess object at 0x4029203c10>

  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/scrapy/crawler.py", line 390, in start
    reactor.run(installSignalHandlers=False)  # blocking call
    │       └ <function _SignalReactorMixin.run at 0x4003dddbd0>
    └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 1317, in run
    self.startRunning(installSignalHandlers=installSignalHandlers)
    │    │                                  └ False
    │    └ <function _SignalReactorMixin.startRunning at 0x4003dddab0>
    └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 1299, in startRunning
    ReactorBase.startRunning(cast(ReactorBase, self))
    │           │            │    │            └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
    │           │            │    └ <class 'twisted.internet.base.ReactorBase'>
    │           │            └ <function cast at 0x4002a6d240>
    │           └ <function ReactorBase.startRunning at 0x4003ddc430>
    └ <class 'twisted.internet.base.ReactorBase'>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 843, in startRunning
    raise error.ReactorNotRestartable()
          └ <_ModuleProxy module=<module 'twisted.internet.error' from '/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/in...

twisted.internet.error.ReactorNotRestartable
2023-08-02 21:01:00.083 INFO     :: {'cron': '* * * * *', 'resource': {'resource_name': 'archi competition 2', 'resource_url': 'https://archi.ru/contests', 'template': {'comp_card': {'lang': 'ru', 'summary': {'selectors': {'xpath': '//article[@class="article1"]/div[@class="text1"]/text()'}, 'constraints': {'required': 'true'}, 'postprocessors': {'prefix': '', 'suffix': ''}}, 'request': {'selectors': {'xpath': '//article[@class="article1"]/header/a/@href'}, 'constraints': {'required': 'true'}}, 'title': {'selectors': {'xpath': '//article[@class="article1"]/header/a/text()'}, 'constraints': {'required': 'true'}}, 'next_page': {'pagination_type': '', 'next_page_link': '', 'parameters': {'curr_page_number': ''}}, 'block_type': 'list'}, 'comp_item': {'meta': {'selectors': {'xpath': "(//td[@class='rec_value_2 border_no'])[3]/text()"}, 'constraints': {'required': 'true', 'type': 'list'}, 'postprocessors': {'translate': 'en', 'strip': 'true'}}, 'register_date': {'selectors': {'xpath': "(//td[@class='rec_value_1'])[1]/text()"}, 'constraints': {'required': 'true', 'type': 'list'}, 'postprocessors': {'strip': 'true', 'initial_date_format': '%d.%m.%Y', 'new_date_format': '%Y|%m|%d'}}}}}, 'settings': {'max_items': 10}, 'task_uuid': '9874687d-e350-4301-8707-67ff7dad9080'}
2023-08-02 21:01:00.214 INFO     :: Scrapy 2.9.0 started (bot: scrapybot)
2023-08-02 21:01:00.216 INFO     :: Versions: lxml 4.9.3.0, libxml2 2.10.3, cssselect 1.2.0, parsel 1.8.1, w3lib 2.1.1, Twisted 22.10.0, Python 3.10.7 (main, Sep  7 2022, 21:55:45) [GCC 10.2.1 20210110], pyOpenSSL 23.2.0 (OpenSSL 3.1.1 30 May 2023), cryptography 41.0.2, Platform Linux-5.15.49-linuxkit-x86_64-with-glibc2.31
2023-08-02 21:01:00.235 INFO     :: Overridden settings:
{'LOG_LEVEL': 'ERROR'}
2023-08-02 21:01:00.241 INFO     :: Telnet Password: 8ddf5d88bcb8b722
2023-08-02 21:01:00.244 INFO     :: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2023-08-02 21:01:00.249 INFO     :: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2023-08-02 21:01:00.254 INFO     :: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2023-08-02 21:01:00.257 INFO     :: Enabled item pipelines:
['src.spider.app.pipelines.SpiderMainPipeline']
2023-08-02 21:01:00.258 INFO     :: Spider opened
2023-08-02 21:01:00.261 INFO     :: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2023-08-02 21:01:00.276 INFO     :: Telnet console listening on 127.0.0.1:6044
2023-08-02 21:01:00.281 ERROR    :: Exception in callback _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.py:43
handle: <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.py:43>
Traceback (most recent call last):

  File "/usr/local/lib/python3.10/asyncio/base_events.py", line 633, in run_until_complete
    self.run_forever()
    │    └ <function BaseEventLoop.run_forever at 0x4002aa5870>
    └ <_UnixSelectorEventLoop running=True closed=False debug=False>
  File "/usr/local/lib/python3.10/asyncio/base_events.py", line 600, in run_forever
    self._run_once()
    │    └ <function BaseEventLoop._run_once at 0x4002aa7370>
    └ <_UnixSelectorEventLoop running=True closed=False debug=False>
  File "/usr/local/lib/python3.10/asyncio/base_events.py", line 1896, in _run_once
    handle._run()
    │      └ <function Handle._run at 0x4002a02dd0>
    └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
> File "/usr/local/lib/python3.10/asyncio/events.py", line 80, in _run
    self._context.run(self._callback, *self._args)
    │    │            │    │           │    └ <member '_args' of 'Handle' objects>
    │    │            │    │           └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
    │    │            │    └ <member '_callback' of 'Handle' objects>
    │    │            └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
    │    └ <member '_context' of 'Handle' objects>
    └ <Handle _task_done(<Task finishe...Restartable()>) at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.p...
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/tools.py", line 47, in _task_done
    raise exc
          └ ReactorNotRestartable()

  File "/usr/src/spider_svc/src/spider/api/spider_api_svc.py", line 67, in _process_message
    res = await self._start(mes)
                │    │      └ {'cron': '* * * * *', 'resource': {'resource_name': 'archi competition 2', 'resource_url': 'https://archi.ru/contests', 'temp...
                │    └ <function SpiderAPI._start at 0x40060fb490>
                └ <spider_api_svc.SpiderAPI object at 0x40026cc040>

  File "/usr/src/spider_svc/src/spider/api/spider_api_svc.py", line 87, in _start
    process.start()
    │       └ <function CrawlerProcess.start at 0x40054e9240>
    └ <scrapy.crawler.CrawlerProcess object at 0x402922b970>

  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/scrapy/crawler.py", line 390, in start
    reactor.run(installSignalHandlers=False)  # blocking call
    │       └ <function _SignalReactorMixin.run at 0x4003dddbd0>
    └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 1317, in run
    self.startRunning(installSignalHandlers=installSignalHandlers)
    │    │                                  └ False
    │    └ <function _SignalReactorMixin.startRunning at 0x4003dddab0>
    └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 1299, in startRunning
    ReactorBase.startRunning(cast(ReactorBase, self))
    │           │            │    │            └ <twisted.internet.epollreactor.EPollReactor object at 0x400621d120>
    │           │            │    └ <class 'twisted.internet.base.ReactorBase'>
    │           │            └ <function cast at 0x4002a6d240>
    │           └ <function ReactorBase.startRunning at 0x4003ddc430>
    └ <class 'twisted.internet.base.ReactorBase'>
  File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/internet/base.py", line 843, in startRunning
    raise error.ReactorNotRestartable()
          └ <_ModuleProxy module=<module 'twisted.internet.error' from '/usr/src/spider_svc/.venv/lib/python3.10/site-packages/twisted/in...

twisted.internet.error.ReactorNotRestartable
2023-08-02 21:01:00.307 ERROR    :: Task exception was never retrieved
future: <Task finished name='Task-106' coro=<consumer() done, defined at /usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/queue.py:31> exception=ReactorNotRestartable()>
Traceback (most recent call last):

> File "/usr/src/spider_svc/.venv/lib/python3.10/site-packages/aio_pika/queue.py", line 37, in consumer
    return await create_task(callback, message)
                 │           │         └ IncomingMessage:{'app_id': None,
                 │           │            'body_size': 1250,
                 │           │            'cluster_id': '',
                 │           │            'consumer_tag': 'ctag1.6c1d465d1c614b91905499cdc442e...
                 │           └ <bound method SpiderAPI._process_message of <spider_api_svc.SpiderAPI object at 0x40026cc040>>
                 └ <function create_task at 0x4003140ca0>

  File "/usr/src/spider_svc/src/spider/api/spider_api_svc.py", line 67, in _process_message
    res = await self._start(mes)
                │    │      └ {'cron': '* * * * *', 'resource': {'resource_name': 'archi competition 2', 'resource_url': 'https://archi.ru/contests', 'temp...
